10.9635 1
10.9681 1
10.9727 1
10.9773 1
10.9819 1
10.9866 1
10.9912 1
10.9958 1
11.0004 1
11.0051 1
11.0097 1
11.0143 1
11.0189 1
11.0236 1
11.0282 1
11.0328 1
11.0374 1
11.0421 1
11.0467 1
11.0513 1
11.0559 1
11.0606 1
11.0652 1
11.0698 1
11.0744 1
11.0791 1
11.0837 1
11.0883 1
11.0929 1
11.0975 1
11.1022 1
11.1068 1
11.1114 1
11.116 1
11.1207 1
11.1253 1
11.1299 1
11.1345 1
11.1392 1
11.1438 1
11.1484 1
11.153 1
11.1577 1
11.1623 1
11.1669 1
11.1715 1
11.1762 1
11.1808 1
11.1854 1
11.19 1
11.1947 1
11.1993 1
11.2039 1
11.2085 1
11.2131 1
11.2178 1
11.2224 1
11.227 1
11.2316 1
11.2363 1
11.2409 1
11.2455 1
11.2501 1
11.2548 1
11.2594 1
11.264 1
11.2686 1
11.2733 1
11.2779 1
11.2825 1
11.2871 1
11.2918 1
11.2964 1
11.301 1
11.3056 1
11.3103 1
11.3149 1
11.3195 1
11.3241 1
11.3287 1
11.3334 1
11.338 1
11.3426 1
11.3472 1
11.3519 1
11.3565 1
11.3611 1
11.3657 1
11.3704 1
11.375 1
11.3796 1
11.3842 1
11.3889 1
11.3935 1
11.3981 1
11.4027 1
11.4074 1
11.412 1
11.4166 1
11.4212 1
11.4259 1
11.4305 1
11.4351 1
11.4397 1
11.4443 1
11.449 1
11.4536 1
11.4582 1
11.4628 1
11.4675 1
11.4721 1
11.4767 1
11.4813 1
11.486 1
11.4906 1
11.4952 1
11.4998 1
11.5045 1
11.5091 1
11.5137 1
11.5183 1
11.523 1
11.5276 1
11.5322 1
11.5368 1
11.5415 1
11.5461 1
11.5507 1
11.5553 1
11.5599 1
11.5646 1
11.5692 1
11.5738 1
11.5784 1
11.5831 1
11.5877 1
11.5923 1
11.5969 1
11.6016 1
11.6062 1
11.6108 1
11.6154 1
11.6201 1
11.6247 1
11.6293 1
11.6339 1
11.6386 1
11.6432 1
11.6478 1
11.6524 1
11.6571 1
11.6617 1
11.6663 1
11.6709 1
11.6755 1
11.6802 1
11.6848 1
11.6894 1
11.694 1
11.6987 1
11.7033 1
11.7079 1
11.7125 1
11.7172 1
11.7218 1
11.7264 1
11.731 1
11.7357 1
11.7403 1
11.7449 1
11.7495 1
11.7542 1
11.7588 1
11.7634 1
11.768 1
11.7727 1
11.7773 1
11.7819 1
11.7865 1
11.7911 1
11.7958 1
11.8004 1
11.805 1
11.8096 1
11.8143 1
11.8189 1
11.8235 1
11.8281 1
11.8328 1
11.8374 1
11.842 1
11.8466 1
11.8513 1
11.8559 1
11.8605 1
11.8651 1
11.8698 1
11.8744 1
11.879 1
11.8836 1
11.8883 1
11.8929 1
11.8975 1
11.9021 1
11.9067 1
11.9114 1
11.916 1
